PDR Number,Date Received,Type,Item Requested,Person Received,Date due,Date Complete,Request Source
P2013-2128,7/2/2013,PDR,"PERSONNEL FILES, COMPLAINTS, OPA RECORDS",EMAIL,10/17/2014,10/17/2014,Attorney
P2013-2129,7/2/2013,PDR,13-218455,EMAIL,7/10/2013,7/7/2013,Individual
P2013-2130,7/2/2013,PDR,13-222755,EMAIL,8/28/2013,8/28/2013,Attorney
P2013-2132,7/2/2013,PDR,13-210671,EMAIL,7/10/2013,7/8/2013,Media
P2013-2133,7/2/2013,PDR,13-210671,EMAIL,7/10/2013,7/8/2013,Media
P2013-2315,7/2/2013,PDR,13-235104,EMAIL,7/29/2013,7/28/2013,Attorney
P2013-2115,7/3/2013,PDR,13-180681,MAIL,8/19/2013,8/18/2013,Attorney
P2013-2116,7/3/2013,PDR,INFORMATION,EMAIL,9/9/2013,8/29/2013,Individual
P2013-2117,7/3/2013,PDR,13-221725,EMAIL,7/25/2013,7/24/2013,Individual
P2013-2118,7/3/2013,PDR,INCIDENT REPORT & 911 CALL,EMAIL,7/11/2013,7/8/2013,Attorney
P2013-2119,7/3/2013,PDR,13-217721,EMAIL,7/11/2013,7/10/2013,Attorney
P2013-2127,7/3/2013,PDR,13-205616,EMAIL,7/11/2013,7/9/2013,Individual
P2013-2131,7/3/2013,PDR,08-77562,COUNTER,7/11/2013,7/8/2013,Individual
P2013-2145,7/3/2013,PDR,96-186708,EMAIL,7/11/2013,7/10/2013,Individual
P2013-2146,7/3/2013,PDR,ALL RECORDS,EMAIL,8/15/2013,8/2/2013,Media
P2013-2147,7/3/2013,PDR,EMAILS,EMAIL,8/15/2013,7/22/2013,Media
P2013-2148,7/3/2013,PDR,10-149557,EMAIL,7/11/2013,7/10/2013,Attorney
P2013-2150,7/3/2013,PDR,13-229039,COUNTER,8/29/2013,8/29/2013,Individual
P2013-2151,7/3/2013,PDR,ARREST RECORDS,COUNTER,7/11/2013,7/11/2013,Individual
P2013-2246,7/3/2013,PDR,AUTOMATED TRAFFIC SAFETY CAMERAS,EMAIL,7/11/2013,7/17/2013,Individual
P2013-2139,7/5/2013,PDR,PARKING TICKETS WITH GEO INFORMATION,EMAIL,7/12/2013,7/12/2013,Individual
P2013-2144,7/5/2013,PDR,05-377879,EMAIL,7/12/2013,7/9/2013,Individual
P2013-2152,7/5/2013,PDR,10-227312,EMAIL,7/12/2013,7/11/2013,Attorney
P2013-2153,7/5/2013,PDR,ALL CONTACTS,COUNTER,8/2/2013,8/1/2013,Individual
P2013-2154,7/5/2013,PDR,13-212323,COUNTER,7/12/2013,7/12/2013,Individual
P2013-2155,7/5/2013,PDR,13-222031,COUNTER,7/12/2013,7/12/2013,Individual
P2013-2134,7/8/2013,PDR,13-236273,EMAIL,7/15/2013,7/9/2013,Individual
P2013-2135,7/8/2013,PDR,11-184656,MAIL,10/1/2013,9/17/2013,Attorney
P2013-2136,7/8/2013,PDR,13-232220,EMAIL,7/15/2013,7/12/2013,Individual
P2013-2137,7/8/2013,PDR,13-96094,MAIL,10/14/2013,9/24/2013,Attorney
P2013-2138,7/8/2013,PDR,13-233494,MAIL,7/26/2013,7/26/2013,Individual
P2013-2140,7/8/2013,PDR,13-113244,MAIL,7/29/2013,7/29/2013,Attorney
P2013-2141,7/8/2013,PDR,12-436682,FAX,7/15/2013,7/14/2013,Individual
P2013-2142,7/8/2013,PDR,13-19831,FAX,7/15/2013,7/14/2013,Individual
P2013-2143,7/8/2013,PDR,04-19606,FAX,7/12/2013,7/11/2013,Attorney
P2013-2158,7/8/2013,PDR,13-221862,COUNTER,8/26/2013,7/17/2013,Individual
P2013-2159,7/8/2013,PDR,13-27363,COUNTER,7/15/2013,7/12/2013,Individual
P2013-2170,7/8/2013,PDR,INCIDENT REPORTS,COUNTER,7/15/2013,7/12/2013,Individual
P2013-2171,7/8/2013,PDR,INCIDENT REPORTS,EMAIL,8/14/2013,8/6/2013,Individual
P2013-2172,7/8/2013,PDR,13-202471 & 13-224743,COUNTER,7/26/2013,7/26/2013,Individual
P2013-2173,7/8/2013,PDR,13-1755,FAX,7/15/2013,7/12/2013,Attorney
P2013-2156,7/9/2013,PDR,13-238552,EMAIL,7/15/2013,7/15/2013,Individual
P2013-2157,7/9/2013,PDR,13-241107,EMAIL,7/16/2013,7/12/2013,Individual
P2013-2174,7/9/2013,PDR,13-231229,EMAIL,7/16/2013,7/16/2013,Attorney
P2013-2175,7/9/2013,PDR,INCIDENT REPORT,EMAIL,8/14/2013,7/10/2013,Attorney
P2013-2176,7/9/2013,PDR,ALL SUSPICIOUS ACTIVITY REPORTS,EMAIL,9/13/2013,8/29/2013,Media
P2013-2177,7/9/2013,PDR,LIST OF ALL PUBLIC & PRIVATE ENTITIES,EMAIL,9/13/2013,8/29/2013,Media
P2013-2178,7/9/2013,PDR,13-231194,COUNTER,7/16/2013,7/16/2013,Individual
P2013-2179,7/9/2013,PDR,ALL REPORTS,COUNTER,7/16/2013,7/14/2013,Individual
P2013-2180,7/9/2013,PDR,13-214967,EMAIL,8/14/2013,7/22/2013,Attorney
P2013-2181,7/9/2013,PDR,ALL REPORTS,EMAIL,7/16/2013,7/15/2013,Media
P2013-2183,7/9/2013,PDR,INCIDENT REPORT,EMAIL,9/18/2013,9/18/2013,Individual
P2013-2184,7/9/2013,PDR,ALL DOCUMENTS,EMAIL,9/11/2013,9/6/2013,Attorney
P2013-2185,7/9/2013,PDR,ARREST REPORTS,COUNTER,7/16/2013,7/16/2013,Individual
P2013-2186,7/9/2013,PDR,12-389249,EMAIL,8/6/2013,7/30/2013,Attorney
P2013-2182,7/10/2013,PDR,13-140570,EMAIL,8/2/2013,7/29/2013,Individual
P2013-2187,7/10/2013,PDR,ALL RECORDS,MAIL,10/17/2013,10/15/2013,Attorney
P2013-2190,7/10/2013,PDR,13-230575,COUNTER,7/17/2013,7/16/2013,Individual
P2013-2191,7/10/2013,PDR,13-89566,COUNTER,7/17/2013,7/14/2013,Individual
P2013-2192,7/10/2013,PDR,13-131410,EMAIL,7/17/2013,7/12/2013,Attorney
P2013-2193,7/10/2013,PDR,AVL,EMAIL,10/25/2013,10/29/2013,Individual
P2013-2194,7/10/2013,PDR,ALL REPORTS,COUNTER,4/25/2013,4/30/2014,Individual
P2013-2195,7/10/2013,PDR,911/CAD,FAX,8/14/2013,8/12/2013,Attorney
P2013-2196,7/10/2013,PDR,13-232142,FAX,7/31/2013,7/22/2013,Attorney
P2013-2198,7/10/2013,PDR,13-229039,EMAIL,7/17/2013,7/17/2013,Media
P2013-2199,7/10/2013,PDR,PHOTOS,EMAIL,7/17/2013,7/16/2013,Individual
P2013-2200,7/10/2013,PDR,13-229039,EMAIL,8/2/2013,8/2/2013,Individual
P2013-2188,7/11/2013,PDR,INCIDENT REPORT & 911 CALL,EMAIL,8/8/2013,8/7/2013,Attorney
P2013-2189,7/11/2013,PDR,911 CALL,EMAIL,8/15/2013,8/6/2013,Attorney
P2013-2197,7/11/2013,PDR,13-137562,MAIL,7/18/2013,7/13/2013,Attorney
P2013-2201,7/11/2013,PDR,ALL BAC/SURROUNDING AREA VIDEO,MAIL,8/8/2013,8/7/2013,Attorney
P2013-2202,7/11/2013,PDR,13-222469,COUNTER,8/8/2013,8/7/2013,Individual
P2013-2203,7/11/2013,PDR,13-203021,EMAIL,7/18/2013,7/17/2013,Individual
P2013-2204,7/11/2013,PDR,13-241428,COUNTER,8/8/2013,8/2/2013,Attorney
P2013-2205,7/11/2013,PDR,13-242795,COUNTER,8/8/2013,8/8/2013,Individual
P2013-2206,7/11/2013,PDR,13-188424,MAIL,7/18/2013,7/18/2013,Attorney
P2013-2207,7/11/2013,PDR,13-228709,COUNTER,7/18/2013,7/16/2013,Individual
P2013-2208,7/11/2013,PDR,13-228506,FAX,7/18/2013,7/17/2013,Attorney
P2013-2209,7/11/2013,PDR,13-217161,COUNTER,7/18/2013,7/17/2013,Individual
P2013-2210,7/11/2013,PDR,13-217656,EMAIL,8/21/2013,8/11/2013,Attorney
P2013-2211,7/11/2013,PDR,REPORT & 911,EMAIL,7/25/2013,7/23/2013,Attorney
P2013-2212,7/11/2013,PDR,13-224743,COUNTER,8/8/2013,8/7/2013,Individual
P2013-2213,7/11/2013,PDR,92-361714,COUNTER,10/16/2013,10/8/2013,Individual
P2013-2214,7/12/2013,PDR,07-316975 & 07-484531,EMAIL,7/19/2013,7/17/2013,Individual
P2013-2215,7/12/2013,PDR,01-196061,EMAIL,7/18/2013,7/17/2013,Individual
P2013-2216,7/12/2013,PDR,05-22915,MAIL,7/19/2013,7/18/2013,Attorney
P2013-2217,7/12/2013,PDR,INCIDENT REPORT,EMAIL,8/26/2013,8/27/2013,Individual
P2013-2219,7/12/2013,PDR,13-25445,EMAIL,8/30/2013,8/29/2013,Agency
P2013-2220,7/12/2013,PDR,ALL REPORT,EMAIL,9/9/2013,9/10/2013,Individual
P2013-2221,7/12/2013,PDR,13-218449,EMAIL,8/30/2013,8/29/2013,Individual
P2013-2222,7/12/2013,PDR,11-367019,COUNTER,9/18/2013,9/11/2013,Individual
P2013-2223,7/12/2013,PDR,13-242795,COUNTER,8/9/2013,8/9/2013,Individual
P2013-2224,7/12/2013,PDR,13-123337,COUNTER,8/30/2013,8/29/2013,Individual
P2013-2225,7/12/2013,PDR,ALL RECORDS,COUNTER,9/6/2013,9/6/2013,Individual
P2013-2226,7/12/2013,PDR,13-245837,COUNTER,7/19/2013,7/18/2013,Individual
P2013-2227,7/12/2013,PDR,13-243830,FAX,7/19/2013,7/19/2013,Attorney
P2013-2218,7/15/2013,PDR,POLICIES AND PROCEDURES,EMAIL,7/22/2013,7/16/2013,Agency
P2013-2228,7/15/2013,PDR,13-197617,EMAIL,7/22/2013,7/19/2013,Attorney
P2013-2229,7/15/2013,PDR,13-245807,EMAIL,7/22/2013,7/19/2013,Individual
P2013-2230,7/15/2013,PDR,Oct-3007,EMAIL,10/1/2013,9/18/2013,Attorney
P2013-2231,7/15/2013,PDR,13-89985,EMAIL,8/15/2013,8/11/2013,Attorney
P2013-2232,7/15/2013,PDR,911 CALL,EMAIL,8/12/2013,8/12/2013,Individual
P2013-2233,7/15/2013,PDR,MAY DAY 2013 INCIDENT ACTION PLAY,EMAIL,10/25/2013,10/24/2013,Individual
P2013-2236,7/15/2013,PDR,REPORTS,MAIL,9/6/2013,9/6/2013,Individual
P2013-2237,7/15/2013,PDR,12-443947 & 12-445423,MAIL,7/22/2013,7/23/2013,Individual
P2013-2238,7/15/2013,PDR,13-175537,COUNTER,7/22/2013,7/19/2013,Individual
P2013-2239,7/15/2013,PDR,13-249762,COUNTER,7/22/2013,7/19/2013,Individual
P2013-2240,7/15/2013,PDR,13-241559,COUNTER,7/22/2013,7/19/2013,Individual
P2013-2241,7/15/2013,PDR,13-243584,COUNTER,7/22/2013,7/19/2013,Individual
P2013-2242,7/15/2013,PDR,12-288102,MAIL,8/19/2013,7/30/2013,Attorney
P2013-2243,7/15/2013,PDR,13-241320,COUNTER,7/22/2013,7/19/2013,Individual
P2013-2244,7/15/2013,PDR,-,COUNTER,7/22/2013,7/19/2013,Individual
P2013-2344,7/15/2013,PDR,13-246623,EMAIL,8/22/2013,8/22/2013,Individual
P2013-2234,7/16/2013,PDR,RECORDS,EMAIL,8/13/2013,8/6/2013,Individual
P2013-2235,7/16/2013,PDR,13-242162,EMAIL,7/23/2013,7/23/2013,Attorney
P2013-2245,7/16/2013,PDR,08-15832,FAX,7/23/2013,7/23/2013,Attorney
P2013-2247,7/16/2013,PDR,ALL REPORTS,MAIL,7/23/2013,7/23/2013,Attorney
P2013-2248,7/16/2013,PDR,ALL 911 CALLS & REPORTS,EMAIL,9/6/2013,9/6/2013,Individual
P2013-2249,7/16/2013,PDR,13-242739 & 13-242424,EMAIL,8/13/2013,8/11/2013,Attorney
P2013-2250,7/16/2013,PDR,# OF TRAFFIC ACCIDENTS,COUNTER,8/6/2013,8/6/2013,Individual
P2013-2251,7/16/2013,PDR,ALL CALLS,COUNTER,8/6/2013,8/6/2013,Individual
P2013-2252,7/16/2013,PDR,"13-246457, 13-238172 & 13-222191",FAX,7/23/2013,7/23/2013,Individual
P2013-2253,7/16/2013,PDR,12-316302,EMAIL,7/23/2013,7/23/2013,Attorney
P2013-2254,7/16/2013,PDR,11-388241,EMAIL,7/23/2013,7/23/2013,Individual
P2013-2255,7/16/2013,PDR,CRIME STATS,EMAIL,8/16/2013,8/9/2013,Individual
P2013-2256,7/16/2013,PDR,DV STATS,EMAIL,8/16/2013,8/9/2013,Media
P2013-2257,7/16/2013,PDR,RECORS & MUG SHOT,EMAIL,7/23/2013,7/23/2013,Individual
P2013-2291,7/16/2013,PDR,VIDEO FROM 8/20/06,PHONE,9/4/2013,7/26/2013,Individual
P2013-2258,7/17/2013,PDR,13-194670,EMAIL,9/13/2013,9/12/2013,Attorney
P2013-2259,7/17/2013,PDR,13-10116,EMAIL,7/24/2013,7/24/2013,Individual
P2013-2260,7/17/2013,PDR,11-233271,EMAIL,12/9/2013,12/10/2013,Attorney
P2013-2261,7/17/2013,PDR,11-233271,EMAIL,8/14/2013,8/9/2013,Attorney
P2013-2262,7/17/2013,PDR,13-248372,EMAIL,7/24/2013,7/24/2013,Media
P2013-2263,7/17/2013,PDR,13-210557,MAIL,9/12/2013,9/11/2013,Attorney
P2013-2264,7/17/2013,PDR,-,MAIL,7/24/2013,7/23/2013,Attorney
P2013-2266,7/17/2013,PDR,12-130417,EMAIL,7/24/2013,7/24/2013,Attorney
P2013-2268,7/17/2013,PDR,CRIME STATS,"MA, ERNEST",8/16/2013,8/7/2013,Individual
P2013-2269,7/17/2013,PDR,"WEST PCT DISPATCH LOGS, RADIO & 911 FOR 7/23/11 @ 0100-0300",EMAIL,9/13/2013,9/16/2013,Individual
P2013-2270,7/17/2013,PDR,11-194210,COUNTER,7/24/2013,7/24/2013,Individual
P2013-2271,7/17/2013,PDR,13-199259,FAX,8/14/2013,8/10/2013,Individual
P2013-2273,7/17/2013,PDR,11-245333,COUNTER,11/25/2013,11/25/2013,Individual
P2013-2272,7/18/2013,PDR,13-242866,FAX,7/24/2013,7/23/2013,Attorney
P2013-2274,7/18/2013,PDR,11-245333,EMAIL,11/25/2013,11/25/2013,Attorney
P2013-2275,7/18/2013,PDR,SURVEILLANCE VIDEO,EMAIL,7/25/2013,7/23/2013,Individual
P2013-2276,7/18/2013,PDR,08-81873,MAIL,7/25/2013,7/24/2013,Individual
P2013-2277,7/18/2013,PDR,CAD & 911,EMAIL,8/8/2013,8/8/2013,Individual
P2013-2278,7/18/2013,PDR,13-240310,EMAIL,8/8/2013,8/2/2013,Attorney
P2013-2279,7/18/2013,PDR,13-240370,EMAIL,7/25/2013,7/24/2013,Individual
P2013-2280,7/18/2013,PDR,AUTOMATED LICENSE PLATE READER INFO,EMAIL,7/25/2013,7/23/2013,Media
P2013-2281,7/18/2013,PDR,13-249016,MAIL,8/29/2013,8/29/2013,Attorney
P2013-2282,7/18/2013,PDR,13-195595,COUNTER,7/25/2013,7/25/2013,Individual
P2013-2283,7/18/2013,PDR,13-240579,COUNTER,8/29/2013,8/29/2013,Individual
P2013-2285,7/18/2013,PDR,13-253609,EMAIL,7/25/2013,7/23/2013,Individual
P2013-2286,7/18/2013,PDR,13-193705,EMAIL,8/30/2013,8/29/2013,Attorney
P2013-2287,7/18/2013,PDR,92-58690,EMAIL,7/25/2013,7/25/2013,Individual
P2013-2288,7/18/2013,PDR,13-248226,EMAIL,8/30/2013,8/29/2013,Attorney
P2013-2289,7/18/2013,PDR,GPS LOCATION,EMAIL,8/21/2013,7/26/2013,Attorney
P2013-2290,7/18/2013,PDR,93-131086,COUNTER,7/25/2013,7/25/2013,Attorney
P2013-2267,7/19/2013,PDR,11-300879,EMAIL,7/24/2013,7/23/2013,Individual
P2013-2284,7/19/2013,PDR,"AUDIO FROM ZONE 2, CMD 1 & ZONE 2, CMD 2",EMAIL,7/26/2013,7/26/2013,Individual
P2013-2305,7/19/2013,PDR,13-203674,MAIL,7/26/2013,7/26/2013,Attorney
P2013-2306,7/19/2013,PDR,07-64085,MAIL,7/26/2013,7/25/2013,Attorney
P2013-2307,7/19/2013,PDR,ACCIDENT REPORT,FAX,8/1/2013,7/29/2013,Attorney
P2013-2308,7/19/2013,PDR,13-177299,COUNTER,7/26/2013,7/24/2013,Individual
P2013-2309,7/19/2013,PDR,13-191758,COUNTER,7/26/2013,7/30/2013,Individual
P2013-2310,7/19/2013,PDR,11-68752,COUNTER,7/26/2013,7/25/2013,Individual
P2013-2312,7/19/2013,PDR,PUBLIC URINATION STATS - 2012,EMAIL,7/26/2013,7/25/2013,Individual
P2013-2314,7/19/2013,PDR,13-213624,EMAIL,8/30/2013,8/29/2013,Individual
P2013-2316,7/19/2013,PDR,ACCIDENT REPORT,EMAIL,7/26/2013,7/23/2013,Attorney
P2013-2293,7/22/2013,PDR,13-122368,EMAIL,8/19/2013,8/18/2013,Individual
P2013-2294,7/22/2013,PDR,13-146724,EMAIL,8/19/2013,9/10/2013,Individual
P2013-2295,7/22/2013,PDR,IIS# 12-0448,EMAIL,8/9/2013,8/5/2013,Attorney
P2013-2296,7/22/2013,PDR,13-210664,EMAIL,8/20/2013,8/14/2013,Attorney
P2013-2297,7/22/2013,PDR,81-90296,EMAIL,7/29/2013,7/25/2013,Individual
P2013-2298,7/22/2013,PDR,13-248372,EMAIL,7/29/2013,7/29/2013,Media
P2013-2299,7/22/2013,PDR,13-247700,EMAIL,9/11/2013,8/6/2013,Attorney
P2013-2300,7/22/2013,PDR,13-259670 & 13-260253,EMAIL,7/29/2013,7/29/2013,Media
P2013-2301,7/22/2013,PDR,04-449352,EMAIL,7/29/2013,7/28/2013,Attorney
P2013-2302,7/22/2013,PDR,1998 DV REPORT,COUNTER,8/20/2013,8/14/2013,Individual
P2013-2303,7/22/2013,PDR,13-248511,EMAIL,8/26/2013,8/18/2013,Individual
P2013-2311,7/22/2013,PDR,10-370368,MAIL,9/24/2013,9/18/2013,Inmate
P2013-2317,7/22/2013,PDR,ALL REPORTS,MAIL,8/21/2013,8/18/2013,Attorney
P2013-2318,7/22/2013,PDR,13-226114,EMAIL,7/29/2013,7/28/2013,Individual
P2013-2319,7/22/2013,PDR,INCIDENT REPORTS & 911 CALLS,COUNTER,8/26/2013,8/27/2013,Individual
P2013-2320,7/22/2013,PDR,13-229039,EMAIL,7/29/2013,7/29/2013,Individual
P2013-2322,7/22/2013,PDR,BACKGROUND INFO,EMAIL,9/17/2013,9/12/2013,Individual
P2013-2323,7/22/2013,PDR,BACKGROUND INFO,EMAIL,9/17/2013,9/17/2013,Individual
P2013-2324,7/22/2013,PDR,CAD,EMAIL,7/29/2013,7/25/2013,Individual
P2013-2325,7/22/2013,PDR,911 CALLS,EMAIL,8/26/2013,8/27/2013,Individual
P2013-2326,7/22/2013,PDR,13-256748,EMAIL,7/29/2013,7/29/2013,Individual
P2013-2327,7/22/2013,PDR,CALLS FOR SERVICES,EMAIL,8/21/2013,8/14/2013,Individual
P2013-2321,7/23/2013,PDR,DOCUMENTATION,EMAIL,8/30/2013,8/29/2013,Individual
P2013-2328,7/23/2013,PDR,13-236520,PHONE,7/30/2013,7/29/2013,Individual
P2013-2329,7/23/2013,PDR,13-162275,FAX,7/30/2013,7/29/2013,Attorney
P2013-2330,7/23/2013,PDR,10-423218,FAX,8/20/2013,8/20/2013,Attorney
P2013-2331,7/23/2013,PDR,13-213477,FAX,8/20/2013,8/20/2013,Attorney
P2013-2332,7/23/2013,PDR,13-217161,PHONE,7/30/2013,7/28/2013,Individual
P2013-2333,7/23/2013,PDR,CALLS FOR SERVICES,EMAIL,8/21/2013,8/14/2013,Individual
P2013-2334,7/23/2013,PDR,13-226138,EMAIL,7/30/2013,7/28/2013,Media
P2013-2335,7/23/2013,PDR,97-491341,EMAIL,7/30/2013,7/29/2013,Individual
P2013-2336,7/23/2013,PDR,05-105793,EMAIL,7/30/2013,7/28/2013,Media
P2013-2337,7/23/2013,PDR,ACCIDENT REPORT,EMAIL,7/30/2013,7/29/2013,Attorney
P2013-2350,7/23/2013,PDR,13-248799,EMAIL,7/30/2013,7/28/2013,Attorney
P2013-2351,7/23/2013,PDR,SMC/RCW,EMAIL,8/23/2013,8/22/2013,Individual
P2013-2354,7/23/2013,PDR,13-242795,COUNTER,7/30/2013,7/28/2013,Attorney
P2013-2355,7/23/2013,PDR,13-254414 & 13-254650,COUNTER,7/30/2013,7/28/2013,Individual
P2013-2365,7/23/2013,PDR,ALL DOCUMENTS,EMAIL,9/9/2013,8/25/2013,Individual
P2013-2366,7/23/2013,PDR,13-255180,EMAIL,7/30/2013,7/29/2013,Attorney
P2013-2265,7/24/2013,PDR,ALL INCIDENT REPORT,MAIL,3/20/2014,3/25/2014,Attorney
P2013-2292,7/24/2013,PDR,13-135849,FAX,8/6/2013,8/6/2013,Attorney
P2013-2304,7/24/2013,PDR,06-271359,COUNTER,7/26/2013,7/25/2013,Individual
P2013-2313,7/24/2013,PDR,11-306317,EMAIL,8/30/2013,8/29/2013,Attorney
P2013-2338,7/24/2013,PDR,ALL RECORDS,EMAIL,8/15/2013,8/14/2013,Attorney
P2013-2345,7/24/2013,PDR,INCIDENT REPORTS,EMAIL,7/31/2013,7/29/2013,Attorney
P2013-2346,7/24/2013,PDR,ICV,EMAIL,7/31/2013,7/31/2013,Attorney
P2013-2347,7/24/2013,PDR,13-263208,EMAIL,7/31/2013,7/29/2013,Media
P2013-2348,7/24/2013,PDR,12-402486 & IS-OPA 13-15-0067,MAIL,7/31/2013,7/29/2013,Inmate
P2013-2349,7/24/2013,PDR,ALL DOCUMENTS,COUNTER,9/27/2013,9/26/2013,Individual
P2013-2352,7/24/2013,PDR,13-244387,EMAIL,8/14/2013,8/8/2013,Media
P2013-2353,7/24/2013,PDR,1959 SUICIDE REPORT,EMAIL,7/31/2013,7/29/2013,Individual
P2013-2356,7/24/2013,PDR,13-249697,COUNTER,7/31/2013,7/28/2013,Individual
P2013-2357,7/24/2013,PDR,10-208136,COUNTER,7/31/2013,7/28/2013,Individual
P2013-2358,7/24/2013,PDR,13-188424,EMAIL,7/31/2013,7/31/2013,Attorney
P2013-2359,7/24/2013,PDR,13-228561,EMAIL,7/31/2013,7/28/2013,Attorney
P2013-2360,7/24/2013,PDR,11-318899,EMAIL,7/31/2013,7/28/2013,Individual
P2013-2361,7/24/2013,PDR,12-901885,EMAIL,8/28/2013,8/28/2013,Attorney
P2013-2362,7/24/2013,PDR,2012 CRIME STATS,EMAIL,8/16/2013,8/7/2013,Individual
P2013-2363,7/24/2013,PDR,13-260000,EMAIL,7/31/2013,7/31/2013,Individual
P2013-2364,7/24/2013,PDR,QFC THEFTS,EMAIL,7/31/2013,7/28/2013,Media
P2013-2367,7/24/2013,PDR,REPORTS,EMAIL,9/13/2013,9/13/2013,Individual
P2013-2339,7/25/2013,PDR,13-244251,EMAIL,8/1/2013,7/31/2013,Attorney
P2013-2340,7/25/2013,PDR,13-110564,EMAIL,8/1/2013,7/31/2013,Attorney
P2013-2341,7/25/2013,PDR,13-256783,EMAIL,8/1/2013,7/31/2013,Individual
P2013-2342,7/25/2013,PDR,Aug-5440,MAIL,8/1/2013,7/30/2013,Individual
P2013-2343,7/25/2013,PDR,BAC ROOM VIDEO,MAIL,8/22/2013,8/22/2013,Attorney
P2013-2368,7/25/2013,PDR,C#32905555,EMAIL,8/1/2013,8/1/2013,Individual
P2013-2370,7/25/2013,PDR,OPA FILE 02-0014,EMAIL,9/16/2013,9/13/2013,Attorney
P2013-2371,7/25/2013,PDR,INQUEST TRANSCRIPT,EMAIL,8/1/2013,7/30/2013,Media
P2013-2372,7/25/2013,PDR,BAC ROOM VIDEO,EMAIL,8/22/2013,8/21/2013,Attorney
P2013-2373,7/25/2013,PDR,INCIDENT REPORTS,COUNTER,9/26/2013,9/18/2013,Individual
P2013-2374,7/25/2013,PDR,13-257040,EMAIL,8/1/2013,8/1/2013,Attorney
P2013-2375,7/25/2013,PDR,-,EMAIL,8/1/2013,8/1/2013,Individual
P2013-2369,7/26/2013,PDR,13-257326,COUNTER,8/2/2013,7/30/2013,Attorney
P2013-2376,7/26/2013,PDR,13-165920,COUNTER,8/2/2013,8/1/2013,Individual
P2013-2377,7/26/2013,PDR,13-136619,COUNTER,8/2/2013,7/30/2013,Individual
P2013-2378,7/26/2013,PDR,13-265196,EMAIL,8/2/2013,8/1/2013,Individual
P2013-2379,7/26/2013,PDR,13-235933,EMAIL,8/2/2013,7/31/2013,Attorney
P2013-2380,7/26/2013,PDR,13-153785,COUNTER,8/2/2013,7/30/2013,Individual
P2013-2381,7/26/2013,PDR,13-149575,FAX,8/1/2013,7/30/2013,Attorney
P2013-2382,7/26/2013,PDR,13-159714,MAIL,9/13/2013,9/12/2013,Attorney
P2013-2383,7/26/2013,PDR,13-236521,EMAIL,8/2/2013,7/30/2013,Individual
P2013-2384,7/26/2013,PDR,13-244066,EMAIL,8/2/2013,7/30/2013,Attorney
P2013-2385,7/26/2013,PDR,01-496187,FAX,8/2/2013,7/30/2013,Attorney
P2013-2386,7/26/2013,PDR,EEO 12-0360,EMAIL,9/18/2013,9/17/2013,Individual
P2013-2387,7/26/2013,PDR,ACCIDENT REPORTS,EMAIL,9/26/2013,9/11/2013,Attorney
P2013-2388,7/26/2013,PDR,REPORT,EMAIL,9/16/2013,9/16/2013,Individual
P2013-2400,7/26/2013,PDR,-,COUNTER,11/15/2013,11/15/2013,Individual
P2013-2401,7/26/2013,PDR,13-126162,COUNTER,8/2/2013,7/30/2013,Individual
P2013-2402,7/26/2013,PDR,13-119461 & 10-400282,COUNTER,9/13/2013,9/13/2013,Individual
P2013-2403,7/26/2013,PDR,10-370246,COUNTER,8/30/2013,8/28/2013,Individual
P2013-2389,7/29/2013,PDR,13-264066,EMAIL,9/21/2013,9/1/2013,Individual
P2013-2390,7/29/2013,PDR,11-233271,MAIL,9/25/2013,9/25/2013,Attorney
P2013-2391,7/29/2013,PDR,"13-116787, 13-121790, 13-137291",EMAIL,9/4/2013,9/2/2013,Attorney
P2013-2392,7/29/2013,PDR,12-59886,COUNTER,8/5/2013,7/31/2013,Individual
P2013-2393,7/29/2013,PDR,13-133754,EMAIL,8/14/2013,8/14/2013,Attorney
P2013-2394,7/29/2013,PDR,13-268947,EMAIL,8/5/2013,7/31/2013,Media
P2013-2395,7/29/2013,PDR,13-95410,EMAIL,8/5/2013,8/5/2013,Attorney
P2013-2396,7/29/2013,PDR,REPORT,EMAIL,8/5/2013,8/5/2013,Individual
P2013-2397,7/29/2013,PDR,10-352228,EMAIL,8/5/2013,8/5/2013,Attorney
P2013-2398,7/29/2013,PDR,13-233910,FAX,8/5/2013,7/31/2013,Attorney
P2013-2399,7/29/2013,PDR,CFS,EMAIL,9/20/2013,9/23/2013,Individual
P2013-2405,7/29/2013,PDR,1995 ARREST,EMAIL,8/5/2013,8/5/2013,Individual
P2013-2406,7/29/2013,PDR,FIREWORKS ARRESTS & FINES,EMAIL,8/29/2013,8/22/2013,Individual
P2013-2407,7/29/2013,PDR,OPA RE: OFC CLAYTON POWELL,EMAIL,9/6/2013,9/6/2013,Media
P2013-2408,7/29/2013,PDR,OPA RE: LT DONNIE LOWE,EMAIL,9/6/2013,8/26/2013,Media
P2013-2409,7/29/2013,PDR,INFO,EMAIL,8/5/2013,7/30/2013,Individual
P2013-2410,7/29/2013,PDR,ACCIDENT REPORT,EMAIL,8/5/2013,8/5/2013,Media
P2013-2411,7/29/2013,PDR,RPTS,MAIL,10/11/2013,10/11/2013,Attorney
P2013-2412,7/29/2013,PDR,13-253743,COUNTER,8/5/2013,7/31/2013,Individual
P2013-2413,7/29/2013,PDR,13-264564,COUNTER,8/5/2013,8/5/2013,Individual
